id_a,character_a,id_b,character_b,similarity,collision_risk,recommended_fix
community-review-12-20260907,衛宮士郎,godie-ubal,巴恩大魔王,0.2037,acceptable,
godie-n00p,南野秀一,godie-u00h,鬼畜狂刀KYO,0.2036,acceptable,
b2-boxxo,阿箱＋拉蜜絲,godie-u00l,拳四郎,0.2035,acceptable,
b2-orphen,歐菲,godie-n00p,南野秀一,0.2034,acceptable,
godie-hpb1,蒼月潮,godie-zombiex,聖杯黑泥醬－喪標麥可,0.2033,acceptable,
community-review-30-20260907,尼古貓貓,godie-etyr,木乃香,0.2032,acceptable,
godie-o00l,傑洛士,godie-ubal,巴恩大魔王,0.2032,acceptable,
community-review-14-20260907,殺老師,godie-hvsh,Rider,0.2031,acceptable,
community-review-32-20260907,阿薩謝爾,godie-n01c,勇者小呆,0.2030,acceptable,
b2-sinbad,辛巴達,godie-etyr,木乃香,0.2029,acceptable,
b2-touka,托卡・史考特,godie-hart,克勞德,0.2028,acceptable,
community-review-19-20260907,桐谷和人,godie-n00p,南野秀一,0.2028,acceptable,
community-review-24-20260907,奇犽,godie-ubal,巴恩大魔王,0.2027,acceptable,
godie-e002,Saber,godie-h02k,熊貓,0.2027,acceptable,
community-review-23-20260907,坂田銀時,godie-u01u,索隆,0.2025,acceptable,
b2-elma,艾爾瑪,community-review-27-20260907,庫洛魔法使,0.2024,acceptable,
community-review-17-20260907,安茲·烏爾·恭,godie-hvwd,桔梗,0.2024,acceptable,
godie-edem,宇智波佐助,godie-n003,依文潔琳,0.2024,acceptable,
community-review-24-20260907,奇犽,godie-n00p,南野秀一,0.2023,acceptable,
godie-u00j,賽菲洛斯,godie-ubal,巴恩大魔王,0.2023,acceptable,
b2-zenitsu,我妻善逸,godie-h020,莉娜因巴斯,0.2021,acceptable,
godie-e002,Saber,godie-u00v,基廉列克,0.2021,acceptable,
godie-e007,天地志狼,godie-e00w,櫻綻剎那,0.2019,acceptable,
b2-boxxo,阿箱＋拉蜜絲,godie-n00b,哆拉A夢,0.2018,acceptable,
b2-sinbad,辛巴達,community-review-23-20260907,坂田銀時,0.2018,acceptable,
b2-takopi,章魚嗶,godie-u01u,索隆,0.2018,acceptable,
community-review-08-20260907,米卡莎,godie-efur,揍敵客大家長－揍敵客桀諾,0.2018,acceptable,
community-review-22-20260907,菜月昴,godie-h020,莉娜因巴斯,0.2017,acceptable,
community-review-05-20260907,洛克人,godie-nplh,麻倉葉,0.2016,acceptable,
community-review-12-20260907,衛宮士郎,community-review-17-20260907,安茲·烏爾·恭,0.2016,acceptable,
b2-bojji,波吉,b2-touka,托卡・史考特,0.2014,acceptable,
godie-hapm,Berserker,godie-o00k,皮卡娘,0.2014,acceptable,
b2-guts,凱茲,community-review-24-20260907,奇犽,0.2013,acceptable,
b2-popp,何布,godie-emfr,涅吉,0.2013,acceptable,
godie-hart,克勞德,godie-hvsh,Rider,0.2013,acceptable,
b2-takopi,章魚嗶,godie-huth,魔人普烏,0.2011,acceptable,
b2-touka,托卡・史考特,godie-o00x,悟空,0.2010,acceptable,
b2-guts,凱茲,community-review-25-20260907,一拳超人,0.2009,acceptable,
community-review-03-20260907,不知火舞,community-review-14-20260907,殺老師,0.2008,acceptable,
community-review-19-20260907,桐谷和人,godie-u01u,索隆,0.2006,acceptable,
b2-nube,鵺野鳴介,godie-u00v,基廉列克,0.2005,acceptable,
community-review-13-20260907,朝田詩乃,godie-hpal,藤井八雲,0.2005,acceptable,
community-review-30-20260907,尼古貓貓,godie-hvwd,桔梗,0.2005,acceptable,
b2-uncle,異世界舅舅,godie-o00l,傑洛士,0.2004,acceptable,
godie-e007,天地志狼,godie-e00k,安云,0.2004,acceptable,
godie-e00r,初號機,godie-u00v,基廉列克,0.2004,acceptable,
b2-popp,何布,godie-hblm,慈悲的王者－賈修貝爾,0.2003,acceptable,
b2-touka,托卡・史考特,godie-u00j,賽菲洛斯,0.2003,acceptable,
community-review-08-20260907,米卡莎,godie-u00v,基廉列克,0.2003,acceptable,
b2-guts,凱茲,community-review-18-20260907,吉爾伽美什,0.2001,acceptable,
community-review-03-20260907,不知火舞,community-review-20-20260907,御坂美琴,0.2001,acceptable,
godie-o00k,皮卡娘,godie-udea,飛鼠先生,0.1999,acceptable,
b2-rin,遠坂凜,godie-h02k,熊貓,0.1996,acceptable,
community-review-18-20260907,吉爾伽美什,godie-e00k,安云,0.1996,acceptable,
b2-guts,凱茲,b2-touka,托卡・史考特,0.1994,acceptable,
b2-nube,鵺野鳴介,godie-u00n,蒙其.D.魯夫,0.1992,acceptable,
godie-h01u,呂布奉先,godie-udea,飛鼠先生,0.1992,acceptable,
b2-luckyman,幸運超人,godie-emns,夜神月,0.1991,acceptable,
community-review-25-20260907,一拳超人,community-review-33-20260907,近衛刀太,0.1991,acceptable,
godie-emns,夜神月,godie-u00k,死之王,0.1991,acceptable,
community-review-30-20260907,尼古貓貓,godie-h020,莉娜因巴斯,0.1990,acceptable,
b2-popp,何布,community-review-13-20260907,朝田詩乃,0.1988,acceptable,
community-review-03-20260907,不知火舞,godie-zombiex,聖杯黑泥醬－喪標麥可,0.1988,acceptable,
godie-o00x,悟空,godie-u00l,拳四郎,0.1988,acceptable,
b2-maple,梅普露,community-review-22-20260907,菜月昴,0.1987,acceptable,
b2-touka,托卡・史考特,godie-e00k,安云,0.1987,acceptable,
godie-e00r,初號機,godie-etyr,木乃香,0.1987,acceptable,
b2-luckyman,幸運超人,godie-n01c,勇者小呆,0.1986,acceptable,
b2-zenitsu,我妻善逸,godie-hvwd,桔梗,0.1986,acceptable,
godie-e00r,初號機,godie-ogld,黑人牙膏,0.1984,acceptable,
community-review-18-20260907,吉爾伽美什,godie-hvsh,Rider,0.1983,acceptable,
community-review-23-20260907,坂田銀時,godie-edem,宇智波佐助,0.1983,acceptable,
godie-e00r,初號機,godie-hapm,Berserker,0.1983,acceptable,
b2-rin,遠坂凜,community-review-08-20260907,米卡莎,0.1982,acceptable,
b2-touka,托卡・史考特,godie-etyr,木乃香,0.1982,acceptable,
godie-o00x,悟空,godie-u01u,索隆,0.1981,acceptable,
b2-orphen,歐菲,community-review-25-20260907,一拳超人,0.1979,acceptable,
community-review-18-20260907,吉爾伽美什,godie-zombiex,聖杯黑泥醬－喪標麥可,0.1978,acceptable,
community-review-08-20260907,米卡莎,godie-n003,依文潔琳,0.1977,acceptable,
community-review-08-20260907,米卡莎,godie-orkn,臭作,0.1977,acceptable,
community-review-14-20260907,殺老師,godie-e008,夏娜,0.1977,acceptable,
b2-maple,梅普露,godie-n01c,勇者小呆,0.1976,acceptable,
community-review-03-20260907,不知火舞,godie-e00k,安云,0.1976,acceptable,
godie-hblm,慈悲的王者－賈修貝爾,godie-n01c,勇者小呆,0.1976,acceptable,
godie-osam,殺生丸,godie-u01u,索隆,0.1976,acceptable,
community-review-08-20260907,米卡莎,godie-zombiex,聖杯黑泥醬－喪標麥可,0.1975,acceptable,
godie-n003,依文潔琳,godie-udea,飛鼠先生,0.1975,acceptable,
b2-matthias,馬提亞斯,godie-huth,魔人普烏,0.1973,acceptable,
godie-hpb1,蒼月潮,godie-ofar,皮卡丘,0.1973,acceptable,
godie-hblm,慈悲的王者－賈修貝爾,godie-u00h,鬼畜狂刀KYO,0.1972,acceptable,
b2-zenitsu,我妻善逸,godie-o00k,皮卡娘,0.1971,acceptable,
community-review-03-20260907,不知火舞,godie-udea,飛鼠先生,0.1971,acceptable,
godie-ogld,黑人牙膏,godie-u00v,基廉列克,0.1969,acceptable,
community-review-33-20260907,近衛刀太,godie-n01c,勇者小呆,0.1966,acceptable,
godie-n00b,哆拉A夢,godie-udea,飛鼠先生,0.1965,acceptable,
community-review-13-20260907,朝田詩乃,godie-hblm,慈悲的王者－賈修貝爾,0.1964,acceptable,
b2-haga,羽賀,godie-edem,宇智波佐助,0.1963,acceptable,
b2-uncle,異世界舅舅,community-review-17-20260907,安茲·烏爾·恭,0.1963,acceptable,
community-review-19-20260907,桐谷和人,godie-osam,殺生丸,0.1963,acceptable,
b2-touka,托卡・史考特,community-review-25-20260907,一拳超人,0.1961,acceptable,
godie-e00r,初號機,godie-emns,夜神月,0.1960,acceptable,
b2-guts,凱茲,godie-hpal,藤井八雲,0.1959,acceptable,
b2-nube,鵺野鳴介,godie-u00j,賽菲洛斯,0.1958,acceptable,
godie-osam,殺生丸,godie-ubal,巴恩大魔王,0.1957,acceptable,
community-review-04-20260907,空條承太郎,godie-h01n,黑崎一護,0.1956,acceptable,
godie-h00l,林克,godie-h02k,熊貓,0.1956,acceptable,
community-review-34-20260907,高速婆婆,godie-u01u,索隆,0.1954,acceptable,
b2-goblin,哥布林殺手,godie-hpb1,蒼月潮,0.1953,acceptable,
community-review-32-20260907,阿薩謝爾,godie-n00p,南野秀一,0.1953,acceptable,
b2-touka,托卡・史考特,godie-emfr,涅吉,0.1952,acceptable,
b2-rin,遠坂凜,community-review-03-20260907,不知火舞,0.1951,acceptable,
godie-h00l,林克,godie-h02r,妙蛙花,0.1951,acceptable,
b2-popp,何布,godie-orkn,臭作,0.1950,acceptable,
b2-zenitsu,我妻善逸,godie-u01u,索隆,0.1950,acceptable,
b2-matthias,馬提亞斯,godie-u00h,鬼畜狂刀KYO,0.1949,acceptable,
b2-nube,鵺野鳴介,community-review-22-20260907,菜月昴,0.1948,acceptable,
b2-uncle,異世界舅舅,community-review-23-20260907,坂田銀時,0.1947,acceptable,
community-review-27-20260907,庫洛魔法使,community-review-33-20260907,近衛刀太,0.1947,acceptable,
godie-efur,揍敵客大家長－揍敵客桀諾,godie-u00l,拳四郎,0.1947,acceptable,
b2-rem,蕾姆,community-review-22-20260907,菜月昴,0.1946,acceptable,
b2-zenitsu,我妻善逸,community-review-16-20260907,魔法少女☆伊莉雅,0.1946,acceptable,
community-review-12-20260907,衛宮士郎,godie-ofar,皮卡丘,0.1946,acceptable,
community-review-14-20260907,殺老師,godie-n00p,南野秀一,0.1946,acceptable,
community-review-15-20260907,比利海靈頓,community-review-22-20260907,菜月昴,0.1946,acceptable,
community-review-05-20260907,洛克人,godie-h02k,熊貓,0.1945,acceptable,
community-review-12-20260907,衛宮士郎,godie-udea,飛鼠先生,0.1945,acceptable,
community-review-01-20260907,武藤遊戲,godie-u010,飛影,0.1944,acceptable,
godie-edem,宇智波佐助,godie-u00h,鬼畜狂刀KYO,0.1943,acceptable,
godie-n003,依文潔琳,godie-o00l,傑洛士,0.1943,acceptable,
godie-ubal,巴恩大魔王,godie-udea,飛鼠先生,0.1942,acceptable,
community-review-05-20260907,洛克人,community-review-34-20260907,高速婆婆,0.1941,acceptable,
community-review-17-20260907,安茲·烏爾·恭,godie-edem,宇智波佐助,0.1941,acceptable,
community-review-20-20260907,御坂美琴,godie-edem,宇智波佐助,0.1940,acceptable,
godie-h01u,呂布奉先,godie-hvsh,Rider,0.1940,acceptable,
b2-bojji,波吉,b2-uncle,異世界舅舅,0.1938,acceptable,
community-review-03-20260907,不知火舞,godie-h01n,黑崎一護,0.1937,acceptable,
godie-e008,夏娜,godie-o00k,皮卡娘,0.1935,acceptable,
community-review-25-20260907,一拳超人,godie-nplh,麻倉葉,0.1934,acceptable,
community-review-27-20260907,庫洛魔法使,godie-h01n,黑崎一護,0.1933,acceptable,
community-review-02-20260907,八神庵,community-review-25-20260907,一拳超人,0.1930,acceptable,
godie-edem,宇智波佐助,godie-zombiex,聖杯黑泥醬－喪標麥可,0.1930,acceptable,
b2-uncle,異世界舅舅,godie-hpal,藤井八雲,0.1929,acceptable,
community-review-19-20260907,桐谷和人,community-review-30-20260907,尼古貓貓,0.1929,acceptable,
godie-n00p,南野秀一,godie-osam,殺生丸,0.1928,acceptable,
community-review-32-20260907,阿薩謝爾,godie-e00r,初號機,0.1926,acceptable,
b2-nube,鵺野鳴介,godie-edem,宇智波佐助,0.1925,acceptable,
community-review-30-20260907,尼古貓貓,godie-e001,龍宮禮奈,0.1925,acceptable,
b2-kumoko,蜘蛛子,godie-n003,依文潔琳,0.1923,acceptable,
community-review-24-20260907,奇犽,godie-hart,克勞德,0.1923,acceptable,
godie-n00p,南野秀一,godie-u00j,賽菲洛斯,0.1923,acceptable,
godie-emfr,涅吉,godie-n00p,南野秀一,0.1922,acceptable,
community-review-32-20260907,阿薩謝爾,godie-emns,夜神月,0.1920,acceptable,
community-review-37-20260907,吉伊卡哇,godie-edem,宇智波佐助,0.1918,acceptable,
community-review-14-20260907,殺老師,godie-hblm,慈悲的王者－賈修貝爾,0.1917,acceptable,
b2-goblin,哥布林殺手,community-review-12-20260907,衛宮士郎,0.1912,acceptable,
b2-matthias,馬提亞斯,godie-o00l,傑洛士,0.1910,acceptable,
community-review-14-20260907,殺老師,godie-h01n,黑崎一護,0.1910,acceptable,
godie-osam,殺生丸,godie-u00v,基廉列克,0.1909,acceptable,
community-review-12-20260907,衛宮士郎,godie-hblm,慈悲的王者－賈修貝爾,0.1908,acceptable,
community-review-14-20260907,殺老師,community-review-23-20260907,坂田銀時,0.1908,acceptable,
godie-hart,克勞德,godie-ofar,皮卡丘,0.1908,acceptable,
community-review-12-20260907,衛宮士郎,godie-zombiex,聖杯黑泥醬－喪標麥可,0.1907,acceptable,
community-review-13-20260907,朝田詩乃,godie-o00x,悟空,0.1907,acceptable,
godie-n00b,哆拉A夢,godie-n01c,勇者小呆,0.1907,acceptable,
community-review-12-20260907,衛宮士郎,godie-u010,飛影,0.1905,acceptable,
godie-hart,克勞德,godie-n01c,勇者小呆,0.1905,acceptable,
community-review-22-20260907,菜月昴,godie-u00v,基廉列克,0.1902,acceptable,
b2-boxxo,阿箱＋拉蜜絲,godie-o02p,初音,0.1901,acceptable,
b2-popp,何布,godie-hvsh,Rider,0.1899,acceptable,
b2-zenitsu,我妻善逸,godie-edem,宇智波佐助,0.1899,acceptable,
b2-uncle,異世界舅舅,godie-efur,揍敵客大家長－揍敵客桀諾,0.1897,acceptable,
godie-hpb1,蒼月潮,godie-udea,飛鼠先生,0.1897,acceptable,
b2-luckyman,幸運超人,godie-u00h,鬼畜狂刀KYO,0.1896,acceptable,
community-review-20-20260907,御坂美琴,godie-o00x,悟空,0.1894,acceptable,
godie-hapm,Berserker,godie-orkn,臭作,0.1892,acceptable,
godie-hpb1,蒼月潮,godie-huth,魔人普烏,0.1892,acceptable,
b2-luckyman,幸運超人,godie-efur,揍敵客大家長－揍敵客桀諾,0.1890,acceptable,
community-review-17-20260907,安茲·烏爾·恭,godie-n003,依文潔琳,0.1890,acceptable,
community-review-18-20260907,吉爾伽美什,godie-nplh,麻倉葉,0.1889,acceptable,
godie-hvwd,桔梗,godie-o00l,傑洛士,0.1888,acceptable,
b2-guts,凱茲,community-review-23-20260907,坂田銀時,0.1886,acceptable,
community-review-34-20260907,高速婆婆,godie-u010,飛影,0.1884,acceptable,
b2-luckyman,幸運超人,community-review-13-20260907,朝田詩乃,0.1883,acceptable,
b2-uncle,異世界舅舅,godie-udea,飛鼠先生,0.1883,acceptable,
godie-h01n,黑崎一護,godie-o00k,皮卡娘,0.1883,acceptable,
b2-luckyman,幸運超人,godie-n00p,南野秀一,0.1881,acceptable,
community-review-22-20260907,菜月昴,godie-h01n,黑崎一護,0.1881,acceptable,
godie-e001,龍宮禮奈,godie-o00k,皮卡娘,0.1880,acceptable,
b2-sinbad,辛巴達,community-review-17-20260907,安茲·烏爾·恭,0.1879,acceptable,
community-review-08-20260907,米卡莎,community-review-37-20260907,吉伊卡哇,0.1877,acceptable,
godie-h00l,林克,godie-hpb1,蒼月潮,0.1877,acceptable,
b2-boxxo,阿箱＋拉蜜絲,godie-h01u,呂布奉先,0.1876,acceptable,
community-review-37-20260907,吉伊卡哇,godie-o00k,皮卡娘,0.1876,acceptable,
godie-e007,天地志狼,godie-n01c,勇者小呆,0.1875,acceptable,
godie-o00k,皮卡娘,godie-orkn,臭作,0.1874,acceptable,
b2-uncle,異世界舅舅,community-review-18-20260907,吉爾伽美什,0.1873,acceptable,
b2-uncle,異世界舅舅,godie-u00v,基廉列克,0.1873,acceptable,
b2-luckyman,幸運超人,godie-nplh,麻倉葉,0.1871,acceptable,
godie-e002,Saber,godie-e00r,初號機,0.1871,acceptable,
b2-bojji,波吉,b2-zenitsu,我妻善逸,0.1870,acceptable,
godie-hpb1,蒼月潮,godie-hvsh,Rider,0.1869,acceptable,
community-review-19-20260907,桐谷和人,godie-n003,依文潔琳,0.1867,acceptable,
b2-takopi,章魚嗶,godie-hvsh,Rider,0.1866,acceptable,
community-review-01-20260907,武藤遊戲,godie-e008,夏娜,0.1866,acceptable,
b2-orphen,歐菲,community-review-03-20260907,不知火舞,0.1865,acceptable,
b2-touka,托卡・史考特,godie-e00w,櫻綻剎那,0.1865,acceptable,
godie-n01c,勇者小呆,godie-u010,飛影,0.1865,acceptable,
b2-boxxo,阿箱＋拉蜜絲,godie-hpb1,蒼月潮,0.1864,acceptable,
community-review-30-20260907,尼古貓貓,community-review-34-20260907,高速婆婆,0.1864,acceptable,
b2-popp,何布,community-review-33-20260907,近衛刀太,0.1863,acceptable,
community-review-22-20260907,菜月昴,godie-u00n,蒙其.D.魯夫,0.1863,acceptable,
community-review-08-20260907,米卡莎,godie-hvsh,Rider,0.1860,acceptable,
community-review-30-20260907,尼古貓貓,godie-e00k,安云,0.1860,acceptable,
b2-goblin,哥布林殺手,godie-hvsh,Rider,0.1858,acceptable,
b2-haga,羽賀,godie-hvsh,Rider,0.1857,acceptable,
b2-takopi,章魚嗶,godie-n00b,哆拉A夢,0.1857,acceptable,
community-review-12-20260907,衛宮士郎,godie-u00n,蒙其.D.魯夫,0.1857,acceptable,
community-review-14-20260907,殺老師,community-review-18-20260907,吉爾伽美什,0.1857,acceptable,
godie-hpb1,蒼月潮,godie-hvwd,桔梗,0.1856,acceptable,
b2-goblin,哥布林殺手,godie-h01n,黑崎一護,0.1853,acceptable,
b2-luckyman,幸運超人,community-review-16-20260907,魔法少女☆伊莉雅,0.1853,acceptable,
community-review-01-20260907,武藤遊戲,godie-e00w,櫻綻剎那,0.1852,acceptable,
b2-maple,梅普露,community-review-08-20260907,米卡莎,0.1851,acceptable,
godie-h01u,呂布奉先,godie-hpal,藤井八雲,0.1851,acceptable,
community-review-04-20260907,空條承太郎,godie-efur,揍敵客大家長－揍敵客桀諾,0.1850,acceptable,
community-review-14-20260907,殺老師,godie-e00w,櫻綻剎那,0.1848,acceptable,
community-review-34-20260907,高速婆婆,godie-n01c,勇者小呆,0.1848,acceptable,
godie-hvsh,Rider,godie-o00l,傑洛士,0.1848,acceptable,
b2-touka,托卡・史考特,community-review-30-20260907,尼古貓貓,0.1847,acceptable,
community-review-20-20260907,御坂美琴,godie-nplh,麻倉葉,0.1847,acceptable,
godie-hpb1,蒼月潮,godie-osam,殺生丸,0.1847,acceptable,
godie-n003,依文潔琳,godie-zombiex,聖杯黑泥醬－喪標麥可,0.1846,acceptable,
b2-maple,梅普露,godie-u00n,蒙其.D.魯夫,0.1844,acceptable,
godie-emfr,涅吉,godie-o00k,皮卡娘,0.1844,acceptable,
b2-boxxo,阿箱＋拉蜜絲,godie-n00p,南野秀一,0.1843,acceptable,
community-review-05-20260907,洛克人,godie-e002,Saber,0.1843,acceptable,
b2-boxxo,阿箱＋拉蜜絲,godie-e00r,初號機,0.1842,acceptable,
b2-luckyman,幸運超人,godie-e00w,櫻綻剎那,0.1842,acceptable,
b2-orphen,歐菲,community-review-19-20260907,桐谷和人,0.1840,acceptable,
community-review-34-20260907,高速婆婆,godie-h020,莉娜因巴斯,0.1840,acceptable,
community-review-15-20260907,比利海靈頓,godie-hapm,Berserker,0.1837,acceptable,
godie-hblm,慈悲的王者－賈修貝爾,godie-hpb1,蒼月潮,0.1836,acceptable,
community-review-04-20260907,空條承太郎,godie-u010,飛影,0.1835,acceptable,
community-review-14-20260907,殺老師,godie-e001,龍宮禮奈,0.1834,acceptable,
community-review-22-20260907,菜月昴,godie-h01u,呂布奉先,0.1831,acceptable,
godie-emns,夜神月,godie-hpb1,蒼月潮,0.1830,acceptable,
b2-goblin,哥布林殺手,b2-zenitsu,我妻善逸,0.1829,acceptable,
b2-touka,托卡・史考特,godie-emns,夜神月,0.1829,acceptable,
b2-guts,凱茲,community-review-27-20260907,庫洛魔法使,0.1828,acceptable,
community-review-04-20260907,空條承太郎,godie-e001,龍宮禮奈,0.1828,acceptable,
